"StationCode","isSWMP","DateTimeStamp","Historical","ProvisionalPlus","CollMethd","REP","F_Record","PO4F","F_PO4F","NH4F","F_NH4F","NO2F","F_NO2F","NO3F","F_NO3F","NO23F","F_NO23F","CHLA_N","F_CHLA_N",
"cbmocnut  ","P",04/04/2017 8:45,1,1,1         ,1         ,"",0.0041,<0>  ,0.136,<0>  ,0.0096,<0>  ,0.921,<0>  ,0.931,<0>  ,12.82,<0>  ,
"cbmocnut  ","P",04/25/2017 9:45,1,1,1         ,1         ,"{CRE}",0.0035,<0>  ,0.029,<1> [SRD] ,0.0123,<0>  ,0.523,<0>  ,0.535,<0>  ,38.45,<0>  ,
"cbmocnut  ","P",04/25/2017 9:46,1,1,1         ,2         ,"{CRE}",0.0031,<0>  ,0.017,<1> [SRD] ,0.0112,<0>  ,0.48,<0>  ,0.491,<0>  ,33.11,<0>  ,
"cbmocnut  ","P",05/09/2017 9:00,1,1,1         ,1         ,"",0.0042,<0>  ,0.021,<0>  ,0.0058,<0>  ,0.184,<0>  ,0.19,<0>  ,37.91,<0>  ,
"cbmocnut  ","P",05/31/2017 9:45,1,1,1         ,1         ,"",0.0035,<0>  ,0.079,<0>  ,0.0116,<0>  ,0.528,<0>  ,0.54,<0>  ,21.36,<1> [SRD] ,
"cbmocnut  ","P",05/31/2017 9:46,1,1,1         ,2         ,"",0.0031,<0>  ,0.074,<0>  ,0.0114,<0>  ,0.536,<0>  ,0.547,<0>  ,4.98,<1> [SRD] ,
"cbmocnut  ","P",06/21/2017 9:30,1,1,1         ,1         ,"",0.0029,<0>  ,0.007,<0>  ,0.0053,<0>  ,0.051,<0>  ,0.056,<0>  ,60.88,<0>  ,
"cbmocnut  ","P",06/21/2017 9:31,1,1,1         ,2         ,"",0.0034,<0>  ,0.005,<0>  ,0.0058,<0>  ,0.056,<0>  ,0.062,<0>  ,60.88,<0>  ,
"cbmocnut  ","P",07/03/2017 9:00,1,1,1         ,1         ,"",0.0057,<1> (CHB) ,0.012,<1> (CHB) ,0.0078,<1> (CHB) ,0.137,<1> (CHB) ,0.145,<1> (CHB) ,69.42,<0>  ,
"cbmocnut  ","P",07/18/2017 8:00,1,1,1         ,1         ,"",0.0069,<1> [SRD] ,0.022,<1> [SRD] ,7.0E-4,<-4> [SBL] ,"",<-4> [SCB] ,0.021,<0>  ,46.46,<0>  ,
"cbmocnut  ","P",07/18/2017 8:01,1,1,1         ,2         ,"",0.0036,<1> [SRD] ,0.008,<1> [SRD] ,7.0E-4,<-4> [SBL] ,"",<-4> [SCB] ,0.02,<0>  ,46.46,<0>  ,
"cbmocnut  ","P",08/01/2017 10:00,1,1,1         ,1         ,"",0.0065,<1> (CHB) ,0.026,<1> (CHB) ,7.0E-4,<-4> [SBL] (CHB) ,"",<-4> [SCB] (CHB) ,0.007,<1> (CHB) ,64.61,<0>  ,
"cbmocnut  ","P",08/17/2017 10:30,1,1,1         ,1         ,"",0.0029,<0>  ,0.003,<0>  ,0.0105,<0>  ,0.337,<0>  ,0.348,<0>  ,42.72,<1> [SRD] ,
"cbmocnut  ","P",08/17/2017 10:31,1,1,1         ,2         ,"",0.0032,<0>  ,0.006,<0>  ,0.0107,<0>  ,0.36,<0>  ,0.371,<0>  ,34.18,<1> [SRD] ,
"cbmocnut  ","P",08/29/2017 10:45,1,1,1         ,1         ,"",0.0036,<0>  ,0.008,<0>  ,7.0E-4,<-4> [SBL] ,"",<-4> [SCB] ,0.202,<0>  ,48.06,<0>  ,
"cbmocnut  ","P",09/12/2017 10:00,1,1,1         ,1         ,"",0.0031,<0>  ,0.006,<0>  ,0.0067,<0>  ,0.138,<0>  ,0.145,<0>  ,53.4,<0>  ,
"cbmocnut  ","P",09/27/2017 10:15,1,1,1         ,1         ,"",0.004,<0>  ,0.017,<0>  ,7.0E-4,<-4> [SBL] ,"",<-4> [SCB] ,0.006,<0>  ,54.47,<0>  ,
"cbmocnut  ","P",09/27/2017 10:16,1,1,1         ,2         ,"",0.0034,<0>  ,0.013,<0>  ,7.0E-4,<-4> [SBL] ,"",<-4> [SCB] ,0.003,<0>  ,56.6,<0>  ,
"cbmocnut  ","P",10/11/2017 13:30,1,1,1         ,1         ,"",0.0049,<0>  ,0.024,<0>  ,0.0012,<0>  ,0.001,<1> (CHB) ,0.002,<1> (CHB) ,92.92,<0>  ,
"cbmocnut  ","P",10/24/2017 9:45,1,1,1         ,1         ,"",0.0022,<0>  ,0.007,<0>  ,0.0011,<0>  ,0.005,<0>  ,0.006,<0>  ,41.65,<0>  ,
"cbmocnut  ","P",10/24/2017 9:46,1,1,1         ,2         ,"",0.0029,<0>  ,0.009,<0>  ,0.0012,<0>  ,0.006,<0>  ,0.007,<0>  ,43.25,<0>  ,
"cbmocnut  ","P",11/07/2017 10:00,1,1,1         ,1         ,"",0.0056,<0>  ,0.12,<0>  ,0.0106,<0>  ,0.391,<0>  ,0.402,<0>  ,50.55,<0>  ,
"cbmocnut  ","P",11/07/2017 10:01,1,1,1         ,2         ,"",0.0055,<0>  ,0.115,<0>  ,0.0112,<0>  ,0.432,<0>  ,0.443,<0>  ,46.64,<0>  ,
"cbmocnut  ","P",12/14/2017 9:30,1,1,1         ,1         ,"",0.003,<0>  ,0.065,<0>  ,0.0036,<0>  ,0.25,<0>  ,0.254,<0>  ,10.25,<0>  ,
"cbmocnut  ","P",12/14/2017 9:31,1,1,1         ,2         ,"",0.004,<0>  ,0.074,<0>  ,0.0043,<0>  ,0.317,<0>  ,0.321,<0>  ,8.54,<0>  ,

