"StationCode","isSWMP","DateTimeStamp","Historical","ProvisionalPlus","CollMethd","REP","F_Record","PO4F","F_PO4F","NH4F","F_NH4F","NO2F","F_NO2F","NO3F","F_NO3F","NO23F","F_NO23F","CHLA_N","F_CHLA_N",
"cbmocnut  ","P",01/05/2021 9:30,1,1,1         ,1         ,"",0.0064,<0>  ,0.074,<0>  ,0.0045,<0>  ,1.016,<0>  ,1.02,<0>  ,0.62,<-4> [SBL] ,
"cbmocnut  ","P",01/05/2021 9:31,1,1,1         ,2         ,"",0.0066,<0>  ,0.073,<0>  ,0.0041,<0>  ,0.983,<0>  ,0.987,<0>  ,2.67,<0>  ,
"cbmocnut  ","P",02/04/2021 8:15,1,1,1         ,1         ,"",0.0034,<-4> [SBL] (CHB) ,0.028,<1> (CHB) ,0.006,<1> (CHB) ,2.254,<1> (CHB) ,2.26,<0>  ,1.92,<0>  ,
"cbmocnut  ","P",02/04/2021 8:16,1,1,1         ,2         ,"",0.0034,<-4> [SBL] (CHB) ,0.027,<1> (CHB) ,0.0055,<1> (CHB) ,2.234,<1> (CHB) ,2.24,<0>  ,1.71,<0>  ,
"cbmocnut  ","P",03/10/2021 9:00,1,1,1         ,1         ,"",0.0034,<-4> [SBL] ,0.14,<0>  ,0.0058,<0>  ,1.224,<0>  ,1.23,<0>  ,4.81,<0>  ,
"cbmocnut  ","P",03/10/2021 9:01,1,1,1         ,2         ,"",0.0034,<-4> [SBL] ,0.112,<0>  ,0.006,<0>  ,1.224,<0>  ,1.23,<0>  ,4.27,<0>  ,
"cbmocnut  ","P",04/06/2021 9:00,1,1,1         ,1         ,"",0.0034,<-4> [SBL] ,0.022,<0>  ,0.0084,<0>  ,1.082,<0>  ,1.09,<0>  ,20.29,<0>  ,
"cbmocnut  ","P",04/21/2021 7:30,1,1,1         ,1         ,"",0.0034,<-4> [SBL] ,0.009,<-4> [SBL] ,0.013,<0>  ,0.978,<0>  ,0.991,<0>  ,15.48,<1> [SRD] ,
"cbmocnut  ","P",04/21/2021 7:31,1,1,1         ,2         ,"",0.0034,<-4> [SBL] ,0.009,<-4> [SBL] ,0.0129,<0>  ,0.997,<0>  ,1.01,<0>  ,6.94,<1> [SRD] ,
"cbmocnut  ","P",05/05/2021 8:30,1,1,1         ,1         ,"",0.0046,<0>  ,0.14,<0>  ,0.0297,<0>  ,1.25,<0>  ,1.28,<0>  ,3.2,<0>  ,
"cbmocnut  ","P",05/18/2021 8:45,1,1,1         ,1         ,"",0.0034,<-4> [SBL] ,0.145,<0>  ,0.0221,<0>  ,0.701,<0>  ,0.723,<0>  ,16.38,<0>  ,
"cbmocnut  ","P",05/18/2021 8:46,1,1,1         ,2         ,"",0.0126,<1> [SRD] ,0.156,<0>  ,0.0219,<0>  ,0.721,<0>  ,0.743,<0>  ,15.31,<0>  ,
"cbmocnut  ","P",06/03/2021 8:00,1,1,1         ,1         ,"",0.0111,<0>  ,0.061,<0>  ,0.0242,<0>  ,0.813,<0>  ,0.837,<0>  ,40.58,<0>  ,
"cbmocnut  ","P",06/16/2021 7:45,1,1,1         ,1         ,"",0.0066,<0>  ,0.025,<0>  ,0.0134,<0>  ,0.505,<0>  ,0.518,<0>  ,35.24,<0>  ,
"cbmocnut  ","P",06/16/2021 7:46,1,1,1         ,2         ,"",0.0034,<-4> [SBL] ,0.012,<0>  ,0.0131,<0>  ,0.506,<0>  ,0.519,<0>  ,33.64,<0>  ,
"cbmocnut  ","P",06/30/2021 9:00,1,1,1         ,1         ,"",0.0037,<0>  ,0.02,<0>  ,0.0133,<0>  ,0.437,<0>  ,0.45,<0>  ,36.85,<0>  ,
"cbmocnut  ","P",07/15/2021 11:00,1,1,1         ,1         ,"",0.0043,<0>  ,0.028,<0>  ,0.0157,<0>  ,0.313,<0>  ,0.329,<0>  ,22.07,<0>  ,
"cbmocnut  ","P",07/28/2021 8:00,1,1,1         ,1         ,"",0.0034,<-4> [SBL] ,0.03,<0>  ,0.0078,<0>  ,0.067,<0>  ,0.075,<0>  ,15.31,<0>  ,
"cbmocnut  ","P",07/28/2021 8:01,1,1,1         ,2         ,"",0.0034,<-4> [SBL] ,0.029,<0>  ,0.007,<0>  ,0.076,<0>  ,0.083,<0>  ,15.66,<0>  ,
"cbmocnut  ","P",08/12/2021 11:15,1,1,1         ,1         ,"",0.0043,<0>  ,0.019,<0>  ,0.0021,<0>  ,0.018,<1> (CHB) ,0.02,<1> (CHB) ,13.35,<0>  ,
"cbmocnut  ","P",08/26/2021 11:30,1,1,1         ,1         ,"",0.0035,<0>  ,0.015,<0>  ,0.0031,<0>  ,0.053,<0>  ,0.056,<0>  ,37.02,<0>  ,
"cbmocnut  ","P",08/26/2021 11:31,1,1,1         ,2         ,"",0.0041,<0>  ,0.012,<0>  ,0.002,<0>  ,0.031,<0>  ,0.033,<0>  ,43.08,<0>  ,
"cbmocnut  ","P",09/08/2021 8:45,1,1,1         ,1         ,"",0.0035,<0>  ,0.013,<0>  ,0.0107,<0>  ,0.631,<0>  ,0.642,<0>  ,35.24,<0>  ,
"cbmocnut  ","P",09/24/2021 9:15,1,1,1         ,1         ,"",0.0154,<1> [SRD] ,0.219,<1> [SRD] ,0.0128,<0>  ,0.494,<0>  ,0.507,<0>  ,11.75,<0>  ,
"cbmocnut  ","P",09/24/2021 9:16,1,1,1         ,2         ,"",0.0098,<1> [SRD] ,0.163,<1> [SRD] ,0.0111,<0>  ,0.458,<0>  ,0.469,<0>  ,8.54,<0>  ,
"cbmocnut  ","P",10/07/2021 9:00,1,1,1         ,1         ,"",0.0034,<-4> [SBL] (CHB) ,0.054,<1> (CHB) ,0.0152,<1> (CHB) ,0.604,<1> (CHB) ,0.619,<0>  ,23.5,<0>  ,
"cbmocnut  ","P",10/21/2021 7:30,1,1,1         ,1         ,"",0.0034,<-4> [SBL] ,0.023,<0>  ,0.0041,<0>  ,0.107,<0>  ,0.111,<0>  ,34.18,<0>  ,
"cbmocnut  ","P",10/21/2021 7:31,1,1,1         ,2         ,"",0.0042,<0>  ,0.022,<0>  ,0.0042,<0>  ,0.104,<0>  ,0.108,<0>  ,37.02,<0>  ,
"cbmocnut  ","P",11/02/2021 9:45,1,1,1         ,1         ,"",0.0081,<1> (CHB) ,0.088,<1> (CHB) ,0.0077,<1> (CHB) ,0.722,<1> (CHB) ,0.73,<0>  ,12.82,<0>  ,
"cbmocnut  ","P",11/02/2021 9:46,1,1,1         ,2         ,"",0.0097,<1> (CHB) ,0.09,<1> (CHB) ,0.0072,<1> (CHB) ,0.681,<1> (CHB) ,0.688,<0>  ,12.28,<0>  ,
"cbmocnut  ","P",12/09/2021 9:30,1,1,1         ,1         ,"",0.0041,<0>  ,0.104,<0>  ,0.009,<0>  ,0.847,<0>  ,0.856,<0>  ,20.29,<0>  ,
"cbmocnut  ","P",12/09/2021 9:31,1,1,1         ,2         ,"",0.0034,<-4> [SBL] ,0.104,<0>  ,0.009,<0>  ,0.844,<0>  ,0.853,<0>  ,20.29,<0>  ,

